id,age,gender,skinColor,accessories,nailPolish,aspectOfHand,imageName,irregularities
0000559,20,female,dark,0,0,palmar left,Hand_0000100.jpg,0
0000559,20,female,dark,0,0,palmar left,Hand_0000101.jpg,0
0000559,20,female,dark,0,0,palmar left,Hand_0000102.jpg,0
0000559,20,female,dark,0,0,palmar left,Hand_0000103.jpg,0
0000559,20,female,dark,0,0,palmar left,Hand_0000104.jpg,0
0000559,20,female,dark,0,0,palmar left,Hand_0000105.jpg,0
0000559,20,female,dark,0,0,palmar left,Hand_0000106.jpg,0
0000559,20,female,dark,0,0,palmar left,Hand_0000107.jpg,0
0000065,20,female,dark,0,0,palmar right,Hand_0000113.jpg,0
0000065,20,female,dark,0,0,palmar right,Hand_0000114.jpg,0
0000065,20,female,dark,0,0,palmar right,Hand_0000115.jpg,0
0000065,20,female,dark,0,0,palmar right,Hand_0000116.jpg,0
0000065,20,female,dark,0,0,palmar right,Hand_0000117.jpg,0
0000065,20,female,dark,0,0,palmar right,Hand_0000118.jpg,0
0000065,20,female,dark,0,0,palmar left,Hand_0000124.jpg,0
0000065,20,female,dark,0,0,palmar left,Hand_0000125.jpg,0
0000505,21,female,medium,0,0,palmar right,Hand_0000140.jpg,0
0000505,21,female,medium,0,0,palmar right,Hand_0000141.jpg,0
0000505,21,female,medium,0,0,palmar right,Hand_0000142.jpg,0
0000505,21,female,medium,0,0,palmar right,Hand_0000143.jpg,0
0000505,21,female,medium,0,0,palmar left,Hand_0000148.jpg,0
0000505,21,female,medium,0,0,palmar left,Hand_0000153.jpg,0
0000594,20,female,medium,0,0,palmar left,Hand_0000161.jpg,0
0000594,20,female,medium,0,0,palmar left,Hand_0000162.jpg,0
0000594,20,female,medium,0,0,palmar left,Hand_0000163.jpg,0
0000594,20,female,medium,0,0,palmar left,Hand_0000164.jpg,0
0000594,20,female,medium,0,0,palmar left,Hand_0000165.jpg,0
0000594,20,female,medium,0,0,palmar right,Hand_0000171.jpg,0
0000594,20,female,medium,0,0,palmar right,Hand_0000173.jpg,0
0000594,20,female,medium,0,0,palmar right,Hand_0000174.jpg,0
0000594,20,female,medium,0,0,palmar right,Hand_0000175.jpg,0
0000594,20,female,medium,0,0,palmar right,Hand_0000176.jpg,0
0000594,20,female,medium,0,0,palmar right,Hand_0000177.jpg,0
0001585,20,female,fair,0,0,palmar right,Hand_0000184.jpg,0
0001585,20,female,fair,0,0,palmar right,Hand_0000185.jpg,0
0001585,20,female,fair,0,0,palmar right,Hand_0000186.jpg,0
0001585,20,female,fair,0,0,palmar right,Hand_0000187.jpg,0
0001585,20,female,fair,0,0,palmar left,Hand_0000199.jpg,0
0001585,20,female,fair,0,0,palmar left,Hand_0000200.jpg,0
0001585,20,female,fair,0,0,palmar left,Hand_0000201.jpg,0
0001585,20,female,fair,0,0,palmar left,Hand_0000202.jpg,0
0000055,20,female,medium,1,0,palmar left,Hand_0000211.jpg,0
0000055,20,female,medium,1,0,palmar left,Hand_0000212.jpg,0
0000055,20,female,medium,1,0,palmar left,Hand_0000213.jpg,0
0000055,20,female,medium,1,0,palmar left,Hand_0000214.jpg,0
0000055,20,female,medium,1,0,palmar left,Hand_0000215.jpg,0
0000055,20,female,medium,1,0,palmar left,Hand_0000216.jpg,0
0000055,20,female,medium,0,0,palmar left,Hand_0000223.jpg,0
0000055,20,female,medium,0,0,palmar left,Hand_0000224.jpg,0
0000055,20,female,medium,0,0,palmar left,Hand_0000225.jpg,0
0000055,20,female,medium,0,0,palmar left,Hand_0000226.jpg,0
0000055,20,female,medium,0,0,palmar right,Hand_0000232.jpg,0
0000055,20,female,medium,0,0,palmar right,Hand_0000233.jpg,0
0000055,20,female,medium,0,0,palmar right,Hand_0000234.jpg,0
0000055,20,female,medium,0,0,palmar right,Hand_0000235.jpg,0
0000008,21,female,medium,0,0,palmar right,Hand_0000243.jpg,0
0000008,21,female,medium,0,0,palmar right,Hand_0000244.jpg,0
0000008,21,female,medium,0,0,palmar right,Hand_0000245.jpg,0
0000008,21,female,medium,0,0,palmar right,Hand_0000246.jpg,0
0000008,21,female,medium,0,0,palmar left,Hand_0000253.jpg,0
0000008,21,female,medium,0,0,palmar left,Hand_0000254.jpg,0
0000008,21,female,medium,0,0,palmar left,Hand_0000255.jpg,0
0000008,21,female,medium,0,0,palmar left,Hand_0000256.jpg,0
0000008,21,female,medium,0,0,palmar left,Hand_0000257.jpg,0
0000008,21,female,medium,0,0,palmar left,Hand_0000258.jpg,0
0000025,20,female,dark,1,0,palmar right,Hand_0000266.jpg,0
0000025,20,female,dark,1,0,palmar right,Hand_0000267.jpg,0
0000025,20,female,dark,1,0,palmar right,Hand_0000268.jpg,0
0000025,20,female,dark,1,0,palmar right,Hand_0000269.jpg,0
0000025,20,female,dark,1,0,palmar right,Hand_0000270.jpg,0
0000025,20,female,dark,1,0,palmar right,Hand_0000271.jpg,0
0000025,20,female,dark,0,0,palmar left,Hand_0000281.jpg,0
0000025,20,female,dark,0,0,palmar left,Hand_0000282.jpg,0
0000025,20,female,dark,0,0,palmar left,Hand_0000283.jpg,0
0000025,20,female,dark,0,0,palmar left,Hand_0000284.jpg,0
0000025,20,female,dark,0,0,palmar left,Hand_0000285.jpg,0
0000054,21,female,medium,0,0,palmar right,Hand_0000291.jpg,0
0000054,21,female,medium,0,0,palmar right,Hand_0000292.jpg,0
0000054,21,female,medium,0,0,palmar right,Hand_0000293.jpg,0
0000054,21,female,medium,0,0,palmar right,Hand_0000295.jpg,0
0000054,21,female,medium,0,0,palmar left,Hand_0000302.jpg,0
0000054,21,female,medium,0,0,palmar left,Hand_0000303.jpg,0
0000054,21,female,medium,0,0,palmar left,Hand_0000304.jpg,0
0000054,21,female,medium,0,0,palmar left,Hand_0000305.jpg,0
0001515,21,female,fair,0,0,palmar right,Hand_0000315.jpg,0
0001515,21,female,fair,0,0,palmar right,Hand_0000316.jpg,0
0001515,21,female,fair,0,0,palmar right,Hand_0000317.jpg,0
0001515,21,female,fair,0,0,palmar right,Hand_0000318.jpg,0
0001515,21,female,fair,0,0,palmar right,Hand_0000319.jpg,0
0001515,21,female,fair,0,0,palmar right,Hand_0000320.jpg,0
0001515,21,female,fair,0,0,palmar right,Hand_0000321.jpg,0
0001515,21,female,fair,0,0,palmar left,Hand_0000329.jpg,0
0001515,21,female,fair,0,0,palmar left,Hand_0000330.jpg,0
0001515,21,female,fair,0,0,palmar left,Hand_0000331.jpg,0
0001515,21,female,fair,0,0,palmar left,Hand_0000332.jpg,0
0001515,21,female,fair,0,0,palmar left,Hand_0000333.jpg,0
0000081,20,female,fair,0,0,palmar left,Hand_0000345.jpg,0
0000081,20,female,fair,0,0,palmar left,Hand_0000346.jpg,0
0000081,20,female,fair,0,0,palmar left,Hand_0000347.jpg,0
0000081,20,female,fair,0,0,palmar left,Hand_0000348.jpg,0
0000081,20,female,fair,0,0,palmar left,Hand_0000349.jpg,0
0000081,20,female,fair,0,0,palmar left,Hand_0000350.jpg,0
0000081,20,female,fair,0,0,palmar left,Hand_0000351.jpg,0
0000081,20,female,fair,0,0,palmar left,Hand_0000381.jpg,0
0000081,20,female,fair,0,0,palmar left,Hand_0000382.jpg,0
0000081,20,female,fair,0,0,palmar left,Hand_0000383.jpg,0
0000081,20,female,fair,0,0,palmar left,Hand_0000384.jpg,0
0000081,20,female,fair,0,0,palmar right,Hand_0000385.jpg,0
0000081,20,female,fair,0,0,palmar right,Hand_0000386.jpg,0
0000081,20,female,fair,0,0,palmar right,Hand_0000387.jpg,0
0000081,20,female,fair,0,0,palmar right,Hand_0000388.jpg,0
0000081,20,female,fair,0,0,palmar right,Hand_0000389.jpg,0
0001073,20,female,medium,1,0,palmar left,Hand_0000410.jpg,0
0001073,20,female,medium,1,0,palmar left,Hand_0000411.jpg,0
0001073,20,female,medium,1,0,palmar left,Hand_0000412.jpg,0
0001073,20,female,medium,1,0,palmar left,Hand_0000413.jpg,0
0001073,20,female,medium,1,0,palmar left,Hand_0000414.jpg,0
0001073,20,female,medium,1,0,palmar left,Hand_0000415.jpg,0
0001073,20,female,medium,0,0,palmar left,Hand_0000422.jpg,0
0001073,20,female,medium,0,0,palmar left,Hand_0000423.jpg,0
0001073,20,female,medium,0,0,palmar left,Hand_0000424.jpg,0
0001073,20,female,medium,0,0,palmar left,Hand_0000425.jpg,0
0001073,20,female,medium,0,0,palmar left,Hand_0000426.jpg,0
0001073,20,female,medium,0,0,palmar right,Hand_0000437.jpg,0
0001073,20,female,medium,0,0,palmar right,Hand_0000438.jpg,0
0001073,20,female,medium,0,0,palmar right,Hand_0000439.jpg,0
0001073,20,female,medium,0,0,palmar right,Hand_0000440.jpg,0
0001073,20,female,medium,0,0,palmar right,Hand_0000441.jpg,0
0001073,20,female,medium,0,0,palmar right,Hand_0000442.jpg,0
0000019,20,female,medium,1,0,palmar right,Hand_0000449.jpg,0
0000019,20,female,medium,1,0,palmar right,Hand_0000450.jpg,0
0000019,20,female,medium,1,0,palmar right,Hand_0000451.jpg,0
0000019,20,female,medium,1,0,palmar right,Hand_0000452.jpg,0
0000019,20,female,medium,0,0,palmar right,Hand_0000454.jpg,0
0000019,20,female,medium,0,0,palmar right,Hand_0000455.jpg,0
0000019,20,female,medium,0,0,palmar right,Hand_0000456.jpg,0
0000019,20,female,medium,0,0,palmar right,Hand_0000457.jpg,0
0000019,20,female,medium,0,0,palmar right,Hand_0000458.jpg,0
0000019,20,female,medium,1,0,palmar left,Hand_0000488.jpg,0
0000019,20,female,medium,1,0,palmar left,Hand_0000490.jpg,0
0000019,20,female,medium,1,0,palmar left,Hand_0000491.jpg,0
0000019,20,female,medium,1,0,palmar left,Hand_0000492.jpg,0
0000019,20,female,medium,1,0,palmar left,Hand_0000493.jpg,0
0000013,20,female,medium,1,0,palmar left,Hand_0000500.jpg,0
0000013,20,female,medium,1,0,palmar left,Hand_0000501.jpg,0
0000013,20,female,medium,1,0,palmar left,Hand_0000502.jpg,0
0000013,20,female,medium,1,0,palmar left,Hand_0000503.jpg,0
0000013,20,female,medium,1,0,palmar left,Hand_0000504.jpg,0
0000013,20,female,medium,1,0,palmar left,Hand_0000505.jpg,0
0000013,20,female,medium,0,0,palmar right,Hand_0000513.jpg,0
0000013,20,female,medium,0,0,palmar right,Hand_0000514.jpg,0
0000013,20,female,medium,0,0,palmar right,Hand_0000515.jpg,0
0000013,20,female,medium,0,0,palmar right,Hand_0000516.jpg,0
0000013,20,female,medium,0,0,palmar right,Hand_0000517.jpg,0
0000011,20,female,medium,0,0,palmar left,Hand_0000530.jpg,0
0000011,20,female,medium,0,0,palmar left,Hand_0000532.jpg,0
0000011,20,female,medium,0,0,palmar left,Hand_0000538.jpg,0
0000011,20,female,medium,0,0,palmar left,Hand_0000539.jpg,0
0000011,20,female,medium,0,0,palmar left,Hand_0000540.jpg,0
0000011,20,female,medium,0,0,palmar left,Hand_0000541.jpg,0
0000011,20,female,medium,0,0,palmar left,Hand_0000542.jpg,0
0000011,20,female,medium,0,0,palmar left,Hand_0000543.jpg,0
0000011,20,female,medium,0,0,palmar right,Hand_0000552.jpg,0
0000011,20,female,medium,0,0,palmar right,Hand_0000553.jpg,0
0000011,20,female,medium,0,0,palmar right,Hand_0000554.jpg,0
0000011,20,female,medium,0,0,palmar right,Hand_0000555.jpg,0
0000011,20,female,medium,0,0,palmar right,Hand_0000556.jpg,0
0000063,21,female,medium,1,0,palmar right,Hand_0000565.jpg,0
0000063,21,female,medium,1,0,palmar right,Hand_0000566.jpg,0
0000063,21,female,medium,1,0,palmar right,Hand_0000567.jpg,0
0000063,21,female,medium,1,0,palmar right,Hand_0000568.jpg,0
0000063,21,female,medium,1,0,palmar right,Hand_0000569.jpg,0
0000063,21,female,medium,1,0,palmar right,Hand_0000570.jpg,0
0000063,21,female,medium,0,0,palmar left,Hand_0000582.jpg,0
0000063,21,female,medium,0,0,palmar left,Hand_0000583.jpg,0
0000063,21,female,medium,0,0,palmar left,Hand_0000584.jpg,0
0000063,21,female,medium,0,0,palmar left,Hand_0000585.jpg,0
0001592,20,female,medium,0,0,palmar left,Hand_0000599.jpg,0
0001592,20,female,medium,0,0,palmar left,Hand_0000600.jpg,0
0001592,20,female,medium,0,0,palmar left,Hand_0000602.jpg,0
0001592,20,female,medium,0,0,palmar left,Hand_0000603.jpg,0
0001592,20,female,medium,0,0,palmar left,Hand_0000604.jpg,0
0001592,20,female,medium,0,0,palmar right,Hand_0000611.jpg,0
0001592,20,female,medium,0,0,palmar right,Hand_0000612.jpg,0
0001592,20,female,medium,0,0,palmar right,Hand_0000614.jpg,0
0001592,20,female,medium,0,0,palmar right,Hand_0000615.jpg,0
0001592,20,female,medium,0,0,palmar right,Hand_0000617.jpg,0
0001592,20,female,medium,0,0,palmar right,Hand_0000618.jpg,0
0000572,20,female,fair,0,0,palmar right,Hand_0000624.jpg,0
0000572,20,female,fair,0,0,palmar right,Hand_0000625.jpg,0
0000572,20,female,fair,0,0,palmar right,Hand_0000626.jpg,0
0000572,20,female,fair,0,0,palmar right,Hand_0000627.jpg,0
0000572,20,female,fair,0,0,palmar right,Hand_0000628.jpg,0
0000572,20,female,fair,0,0,palmar right,Hand_0000629.jpg,0
0000572,20,female,fair,0,0,palmar right,Hand_0000630.jpg,0
0000572,20,female,fair,0,0,palmar left,Hand_0000637.jpg,0
0000572,20,female,fair,0,0,palmar left,Hand_0000638.jpg,0
0000572,20,female,fair,0,0,palmar left,Hand_0000639.jpg,0
0000572,20,female,fair,0,0,palmar left,Hand_0000640.jpg,0
0000572,20,female,fair,0,0,palmar left,Hand_0000641.jpg,0
0001593,20,female,medium,1,0,palmar left,Hand_0000651.jpg,0
0001593,20,female,medium,1,0,palmar left,Hand_0000652.jpg,0
0001593,20,female,medium,1,0,palmar left,Hand_0000653.jpg,0
0001593,20,female,medium,1,0,palmar left,Hand_0000654.jpg,0
0001593,20,female,medium,1,0,palmar left,Hand_0000655.jpg,0
0001593,20,female,medium,1,0,palmar left,Hand_0000656.jpg,0
0001593,20,female,medium,0,0,palmar right,Hand_0000663.jpg,0
0001593,20,female,medium,0,0,palmar right,Hand_0000664.jpg,0
0001593,20,female,medium,0,0,palmar right,Hand_0000665.jpg,0
0001593,20,female,medium,0,0,palmar right,Hand_0000666.jpg,0
0001593,20,female,medium,0,0,palmar right,Hand_0000667.jpg,0
0001593,20,female,medium,0,0,palmar right,Hand_0000668.jpg,0
0001593,20,female,medium,0,0,palmar right,Hand_0000669.jpg,0
0000004,21,female,medium,0,0,palmar right,Hand_0000684.jpg,0
0000004,21,female,medium,0,0,palmar right,Hand_0000685.jpg,0
0000004,21,female,medium,0,0,palmar right,Hand_0000686.jpg,0
0000004,21,female,medium,0,0,palmar right,Hand_0000687.jpg,0
0000004,21,female,medium,0,0,palmar right,Hand_0000688.jpg,0
0000004,21,female,medium,0,0,palmar right,Hand_0000689.jpg,0
0000004,21,female,medium,0,0,palmar left,Hand_0000703.jpg,0
0000004,21,female,medium,0,0,palmar left,Hand_0000704.jpg,0
0000004,21,female,medium,0,0,palmar left,Hand_0000705.jpg,0
0000004,21,female,medium,0,0,palmar left,Hand_0000706.jpg,0
0000004,21,female,medium,0,0,palmar left,Hand_0000707.jpg,0
0000004,21,female,medium,0,0,palmar left,Hand_0000708.jpg,0
0001023,20,female,medium,0,0,palmar right,Hand_0000719.jpg,0
0001023,20,female,medium,0,0,palmar right,Hand_0000720.jpg,0
0001023,20,female,medium,0,0,palmar right,Hand_0000721.jpg,0
0001023,20,female,medium,0,0,palmar right,Hand_0000722.jpg,0
0001023,20,female,medium,0,0,palmar right,Hand_0000723.jpg,0
0001023,20,female,medium,0,0,palmar right,Hand_0000724.jpg,0
0001023,20,female,medium,0,0,palmar right,Hand_0000725.jpg,0
0001023,20,female,medium,0,0,palmar right,Hand_0000726.jpg,0
0001023,20,female,medium,0,0,palmar left,Hand_0000735.jpg,0
0001023,20,female,medium,0,0,palmar left,Hand_0000736.jpg,0
0001023,20,female,medium,0,0,palmar left,Hand_0000737.jpg,0
0001023,20,female,medium,0,0,palmar left,Hand_0000738.jpg,0
0001023,20,female,medium,0,0,palmar left,Hand_0000739.jpg,0
0001023,20,female,medium,0,0,palmar left,Hand_0000740.jpg,0
0001023,20,female,medium,0,0,palmar left,Hand_0000742.jpg,0
0001023,20,female,medium,0,0,palmar left,Hand_0000743.jpg,0
0001023,20,female,medium,0,0,palmar left,Hand_0000744.jpg,0
0001023,20,female,medium,0,0,palmar left,Hand_0000745.jpg,0
0001023,20,female,medium,0,0,palmar left,Hand_0000746.jpg,0
0001023,20,female,medium,0,0,palmar left,Hand_0000748.jpg,0
0001023,20,female,medium,0,0,palmar left,Hand_0000749.jpg,0
0001023,20,female,medium,0,0,palmar left,Hand_0000750.jpg,0
0001023,20,female,medium,0,0,palmar left,Hand_0000751.jpg,0
0001023,20,female,medium,0,0,palmar left,Hand_0000752.jpg,0
0000045,21,female,medium,0,0,palmar left,Hand_0000753.jpg,0
0000045,21,female,medium,0,0,palmar left,Hand_0000754.jpg,0
0000045,21,female,medium,0,0,palmar left,Hand_0000755.jpg,0
0000045,21,female,medium,0,0,palmar left,Hand_0000756.jpg,0
0000045,21,female,medium,0,0,palmar left,Hand_0000757.jpg,0
0000045,21,female,medium,0,0,palmar right,Hand_0000766.jpg,0
0000045,21,female,medium,0,0,palmar right,Hand_0000767.jpg,0
0000045,21,female,medium,0,0,palmar right,Hand_0000768.jpg,0
0000045,21,female,medium,0,0,palmar right,Hand_0000769.jpg,0
0000045,21,female,medium,0,0,palmar right,Hand_0000770.jpg,0
0000045,21,female,medium,0,0,palmar right,Hand_0000771.jpg,0
0000570,21,female,medium,0,0,palmar right,Hand_0000791.jpg,1
0000570,21,female,medium,0,0,palmar right,Hand_0000792.jpg,1
0000570,21,female,medium,0,0,palmar right,Hand_0000793.jpg,1
0000570,21,female,medium,0,0,palmar right,Hand_0000794.jpg,1
0000570,21,female,medium,0,0,palmar right,Hand_0000795.jpg,1
0000570,21,female,medium,0,0,palmar left,Hand_0000796.jpg,1
0000570,21,female,medium,0,0,palmar left,Hand_0000797.jpg,1
0000570,21,female,medium,0,0,palmar left,Hand_0000798.jpg,1
0000061,21,female,medium,0,0,palmar left,Hand_0000815.jpg,0
0000061,21,female,medium,0,0,palmar left,Hand_0000816.jpg,0
0000061,21,female,medium,0,0,palmar left,Hand_0000817.jpg,0
0000061,21,female,medium,0,0,palmar left,Hand_0000818.jpg,0
0000061,21,female,medium,0,0,palmar left,Hand_0000819.jpg,0
0000061,21,female,medium,0,0,palmar left,Hand_0000820.jpg,0
0000061,21,female,medium,0,0,palmar left,Hand_0000821.jpg,0
0000061,21,female,medium,0,0,palmar left,Hand_0000822.jpg,0
0000061,21,female,medium,0,0,palmar right,Hand_0000830.jpg,0
0000061,21,female,medium,0,0,palmar right,Hand_0000831.jpg,0
0000061,21,female,medium,0,0,palmar right,Hand_0000832.jpg,0
0000061,21,female,medium,0,0,palmar right,Hand_0000833.jpg,0
0000061,21,female,medium,0,0,palmar right,Hand_0000834.jpg,0
0000061,21,female,medium,0,0,palmar right,Hand_0000835.jpg,0
0000061,21,female,medium,0,0,palmar right,Hand_0000836.jpg,0
0000061,21,female,medium,0,0,palmar right,Hand_0000837.jpg,0
0000062,22,female,medium,1,0,palmar right,Hand_0000846.jpg,0
0000062,22,female,medium,1,0,palmar right,Hand_0000847.jpg,0
0000062,22,female,medium,1,0,palmar right,Hand_0000849.jpg,0
0000062,22,female,medium,1,0,palmar right,Hand_0000850.jpg,0
0000062,22,female,medium,1,0,palmar right,Hand_0000851.jpg,0
0000062,22,female,medium,1,0,palmar right,Hand_0000852.jpg,0
0000062,22,female,medium,0,0,palmar left,Hand_0000863.jpg,0
0000062,22,female,medium,0,0,palmar left,Hand_0000864.jpg,0
0000062,22,female,medium,0,0,palmar left,Hand_0000865.jpg,0
0000062,22,female,medium,0,0,palmar left,Hand_0000866.jpg,0
0000062,22,female,medium,0,0,palmar left,Hand_0000867.jpg,0
0000062,22,female,medium,0,0,palmar left,Hand_0000868.jpg,0
0000062,22,female,medium,0,0,palmar left,Hand_0000869.jpg,0
0000057,26,male,dark,0,0,palmar left,Hand_0000883.jpg,0
0000057,26,male,dark,0,0,palmar left,Hand_0000884.jpg,0
0000057,26,male,dark,0,0,palmar left,Hand_0000885.jpg,0
0000057,26,male,dark,0,0,palmar left,Hand_0000886.jpg,0
0000057,26,male,dark,0,0,palmar left,Hand_0000887.jpg,0
0000057,26,male,dark,0,0,palmar left,Hand_0000888.jpg,0
0000057,26,male,dark,0,0,palmar left,Hand_0000889.jpg,0
0000057,26,male,dark,0,0,palmar left,Hand_0000890.jpg,0
0000057,26,male,dark,0,0,palmar left,Hand_0000891.jpg,0
0000057,26,male,dark,0,0,palmar left,Hand_0000892.jpg,0
0000057,26,male,dark,0,0,palmar left,Hand_0000893.jpg,0
0000057,26,male,dark,1,0,palmar right,Hand_0000906.jpg,0
0000057,26,male,dark,1,0,palmar right,Hand_0000907.jpg,0
0000057,26,male,dark,1,0,palmar right,Hand_0000908.jpg,0
0000057,26,male,dark,1,0,palmar right,Hand_0000909.jpg,0
0000057,26,male,dark,1,0,palmar right,Hand_0000910.jpg,0
0000057,26,male,dark,1,0,palmar right,Hand_0000911.jpg,0
0000057,26,male,dark,1,0,palmar right,Hand_0000912.jpg,0
0000057,26,male,dark,0,0,palmar right,Hand_0000920.jpg,0
0000057,26,male,dark,0,0,palmar right,Hand_0000921.jpg,0
0000057,26,male,dark,0,0,palmar right,Hand_0000922.jpg,0
0000057,26,male,dark,0,0,palmar right,Hand_0000923.jpg,0
0000057,26,male,dark,0,0,palmar right,Hand_0000924.jpg,0
0000057,26,male,dark,0,0,palmar right,Hand_0000925.jpg,0
0000057,26,male,dark,0,0,palmar right,Hand_0000926.jpg,0
0000057,26,male,dark,0,0,palmar right,Hand_0000927.jpg,0
0000529,22,female,fair,1,0,palmar right,Hand_0000934.jpg,0
0000529,22,female,fair,1,0,palmar right,Hand_0000935.jpg,0
0000529,22,female,fair,1,0,palmar right,Hand_0000936.jpg,0
0000529,22,female,fair,1,0,palmar right,Hand_0000937.jpg,0
0000529,22,female,fair,1,0,palmar right,Hand_0000938.jpg,0
0000529,22,female,fair,0,0,palmar left,Hand_0000960.jpg,0
0000529,22,female,fair,0,0,palmar left,Hand_0000961.jpg,0
0000529,22,female,fair,0,0,palmar left,Hand_0000962.jpg,0
0000529,22,female,fair,0,0,palmar left,Hand_0000963.jpg,0
0000529,22,female,fair,0,0,palmar left,Hand_0000964.jpg,0
0000529,22,female,fair,0,0,palmar left,Hand_0000965.jpg,0
0000529,22,female,fair,0,0,palmar left,Hand_0000966.jpg,0
0000027,23,male,fair,0,0,palmar left,Hand_0000976.jpg,0
0000027,23,male,fair,0,0,palmar left,Hand_0000977.jpg,0
0000027,23,male,fair,0,0,palmar left,Hand_0000978.jpg,0
0000027,23,male,fair,0,0,palmar left,Hand_0000979.jpg,0
0000027,23,male,fair,0,0,palmar left,Hand_0000980.jpg,0
0000027,23,male,fair,0,0,palmar left,Hand_0000981.jpg,0
0000027,23,male,fair,0,0,palmar left,Hand_0000982.jpg,0
0000027,23,male,fair,0,0,palmar left,Hand_0000983.jpg,0
0000027,23,male,fair,0,0,palmar left,Hand_0000984.jpg,0
0000027,23,male,fair,0,0,palmar left,Hand_0000985.jpg,0
0000027,23,male,fair,0,0,palmar left,Hand_0000986.jpg,0
0000027,23,male,fair,0,0,palmar left,Hand_0000987.jpg,0
0000027,23,male,fair,0,0,palmar left,Hand_0000988.jpg,0
0000027,23,male,fair,0,0,palmar right,Hand_0001000.jpg,1
0000027,23,male,fair,0,0,palmar right,Hand_0001001.jpg,1
0000027,23,male,fair,0,0,palmar right,Hand_0001002.jpg,1
0000027,23,male,fair,0,0,palmar right,Hand_0001003.jpg,1
0000027,23,male,fair,0,0,palmar right,Hand_0001004.jpg,1
0000027,23,male,fair,0,0,palmar right,Hand_0001005.jpg,1
0000027,23,male,fair,0,0,palmar right,Hand_0001006.jpg,1
0000027,23,male,fair,0,0,palmar right,Hand_0001007.jpg,1
0000027,23,male,fair,0,0,palmar right,Hand_0001008.jpg,1
0000027,23,male,fair,0,0,palmar right,Hand_0001009.jpg,1
0000028,30,male,dark,0,0,palmar right,Hand_0001018.jpg,0
0000028,30,male,dark,0,0,palmar right,Hand_0001019.jpg,0
0000028,30,male,dark,0,0,palmar right,Hand_0001020.jpg,0
0000028,30,male,dark,0,0,palmar right,Hand_0001021.jpg,0
0000028,30,male,dark,0,0,palmar right,Hand_0001022.jpg,0
0000028,30,male,dark,0,0,palmar right,Hand_0001023.jpg,0
0000028,30,male,dark,0,0,palmar right,Hand_0001024.jpg,0
0000028,30,male,dark,0,0,palmar left,Hand_0001036.jpg,0
0000028,30,male,dark,0,0,palmar left,Hand_0001037.jpg,0
0000028,30,male,dark,0,0,palmar left,Hand_0001038.jpg,0
0000028,30,male,dark,0,0,palmar left,Hand_0001039.jpg,0
0000028,30,male,dark,0,0,palmar left,Hand_0001040.jpg,0
0000028,30,male,dark,0,0,palmar left,Hand_0001041.jpg,0
